ID,SEM_TRATADAS,DIST_SURCOS,DIST_PLANTAS,COLOR_ENDOSPERMO,CULT_ANT,DRENAJE,POBLACION_20DIAS,TIPO_MATERIAL,ALMACENAMIENTO_FINCA,ContMalQui,ContPlaQui,CanFerQui,PENDIENTE,PH,MAT_ORGANICA,DRE_INTERN,PROF_EFEC,PText,Temp_Max_Avg_Veg,Temp_Min_Avg_Veg,Temp_Avg_Veg,Diurnal_Range_Avg_Veg,Sol_Ener_Accu_Veg,Rain_Accu_Veg,Rain_10_Freq_Veg,Temp_Min_15_Freq_Veg,Rhum_Avg_Veg,Rhum_sd_Veg,Temp_Max_Avg_For,Temp_Min_Avg_For,Temp_Avg_For,Diurnal_Range_Avg_For,Sol_Ener_Accu_For,Rain_Accu_For,Rain_10_Freq_For,Temp_Min_15_Freq_For,Rhum_Avg_For,Rhum_sd_For,Temp_Max_Avg_Mad,Temp_Min_Avg_Mad,Temp_Avg_Mad,Diurnal_Range_Avg_Mad,Sol_Ener_Accu_Mad,Rain_Accu_Mad,Rain_10_Freq_Mad,Temp_Min_15_Freq_Mad,Rhum_Avg_Mad,Rhum_sd_Mad,TotN,Totp,Totk,split,RDT
2338,NO,0.8,0.16,Amarillo,Maiz,VERDADERO,73000,OGM,NO,3,2,4,1,6.5,MEDIA,BUENO,40,FA,32.97211538,23.16634615,28.06923077,9.805769231,45060.9539,268.2,0.086538462,0,77.67427885,10.04491794,33.12666667,23.50833333,28.3175,9.618333333,25195.75773,75.4,0.05,0,74.08402778,11.38793214,35.62857143,23.72857143,29.67857143,11.9,15705.04306,43.2,0.057142857,0,66.13571429,9.384849634,98,18,58,ADV 9339 (Syngenta),2000
2343,NO,0.8,0.15,Blanco,Maiz,VERDADERO,74000,Hibrido,NO,3,2,4,1.2,6.5,MEDIA,BUENO,40,FAr,32.64807692,23.02115385,27.83461538,9.626923077,45058.54242,321.2,0.096153846,0,79.08333333,8.870217462,32.78333333,23.37333333,28.07833333,9.41,25534.31276,75.4,0.05,0,76.36111111,9.770686643,35.79142857,23.58571429,29.68857143,12.20571429,15764.29665,43.2,0.057142857,0,65.54642857,8.891960983,100,54,54,Otro,2600
2345,NO,0.85,0.16,Blanco,Arroz,VERDADERO,71500,OGM,NO,1,1,6,1.8,6,MEDIA,BUENO,46,FA,36.19372116,22.85479446,29.52425781,13.3389267,37089.16845,12.5,0,0,69.68810866,8.426673948,36.81359844,22.23833333,29.52596589,14.5752651,21101.20653,1.8,0,0,68.58193415,7.750740662,39.79104324,23.15,31.47052162,16.64104324,11896.76202,0.1,0,0,56.08373394,7.669035329,166,66,46,P4082 (Pioneer),4100
2346,NO,0.85,0.16,Amarillo,Maiz,VERDADERO,72000,OGM,NO,1,1,6,1.9,6,MEDIA,BUENO,52,FA,36.24763681,22.80167873,29.52465777,13.44595807,37131.90178,12.5,0,0,69.69286683,8.420007589,36.89859844,22.23666667,29.56763255,14.66193177,21278.79504,1.8,0,0,68.31318415,7.797967222,39.95039363,23.23823529,31.59431446,16.71215834,12800.37925,0.1,0,0,55.46904712,7.625735865,166,66,46,Otro,7000
2347,SI,0.85,0.16,Blanco,Arroz,VERDADERO,71300,OGM,NO,3,2,5,1.8,6,BAJA,LENTO A MUY LENTO,41,FA,32.52851907,22.22096494,27.374742,10.30755413,42662.26773,128,0.038461538,0,80.38273849,7.400368628,32.9229357,21.82960237,27.37626903,11.09333333,24919.47374,48.8,0.033333333,0,76.90750114,7.360319673,34.2170998,22.62863827,28.42286903,11.58846154,11891.23402,47.8,0.076923077,0,75.72492239,6.051355021,134,40,0,P4082 (Pioneer),4000
2348,NO,0.85,0.16,Blanco,Arroz,VERDADERO,71000,OGM,NO,2,2,10,1.5,6,BAJA,LENTO A MUY LENTO,30,A,35.30571697,23.71315442,29.5094357,11.59256256,37473.88452,12.5,0,0,68.44757608,9.575573721,35.96893463,22.40666667,29.18780065,13.56226797,20850.36618,1.2,0,0,72.99099511,7.493365164,38.09110634,22.34166667,30.2163865,15.74943967,13291.11874,0.7,0,0,63.26155079,6.748391336,199,18,138,P4082 (Pioneer),5200
2349,SI,0.8,0.16,Blanco,Arroz,VERDADERO,72300,OGM,NO,2,3,6,1.7,6,MEDIA,BUENO,40,A,31.95697176,22.53407371,27.24552274,9.422898044,41274.12607,311.8,0.086538462,0,83.69557508,5.526198603,31.89382159,22.4590611,27.17644135,9.434760488,24074.71661,77,0.033333333,0,83.4010958,6.030444934,33.31333333,22.03666667,27.675,11.27666667,12801.92297,25.2,0.033333333,0,76.19450483,5.500454012,132,40,120,Otro,4000
2429,NO,0.8,0.15,Amarillo,Maiz,VERDADERO,75000,OGM,NO,3,2,3,0.5,6.5,MEDIA,BUENO,30,L,32.42692308,22.92403846,27.67548077,9.502884615,44671.96986,338.4,0.096153846,0,80.93790064,6.752419248,32.575,23.05,27.8125,9.525,25782.00654,79.6,0.05,0,79.42222222,6.898666536,35.3775,23.78,29.57875,11.5975,17576.26794,43.2,0.05,0,64.89479167,8.493403819,74,48,28,Otro,3200
2432,NO,0.8,0.15,Amarillo,Maiz,VERDADERO,73000,OGM,NO,2,3,3,0.5,6,MEDIA,BUENO,25,AF,32.43846154,22.91826923,27.67836538,9.520192308,44602.12297,338.4,0.096153846,0,81.04887821,6.454511194,32.56666667,23.05166667,27.80916667,9.515,25947.10701,80.2,0.05,0,79.57361111,6.789048691,35.38809524,23.79285714,29.59047619,11.5952381,18473.08134,43.2,0.047619048,0,64.86607143,8.382848503,64,18,58,ADV 9339 (Syngenta),2000
2478,NO,0.8,0.15,Amarillo,Maiz,VERDADERO,75000,OGM,NO,3,2,4,1.2,6.5,BAJA,BUENO,50,FrL,32.48653846,23.00288462,27.74471154,9.483653846,45012.33349,330.8,0.096153846,0,80.25240385,7.901605557,32.73833333,23.21333333,27.97583333,9.525,26167.58548,76.6,0.05,0,78.01736111,8.50027449,35.61304348,23.91086957,29.76195652,11.70217391,20080.16268,43.2,0.043478261,0,64.24728261,9.086129378,120,48,28,ADV 9339 (Syngenta),3200
2533,NO,0.85,0.16,Blanco,Arroz,VERDADERO,70000,OGM,NO,4,4,9,1.8,7,MEDIA,BUENO,35,A,35.13451749,23.73599019,29.43525384,11.3985273,37205.24694,12.9,0,0,68.67900014,9.612983647,35.9306013,22.48588035,29.20824083,13.44472095,20866.6521,4,0,0,73.21937522,7.562161285,37.89289769,22.29354839,30.09322304,15.5993493,11425.23357,0.6,0,0,64.29994321,6.32436662,124,232,112,P4082 (Pioneer),6500
2537,NO,0.85,0.16,Blanco,Arroz,VERDADERO,70000,OGM,NO,4,4,9,1.6,7,BAJA,LENTO A MUY LENTO,30,ArA,32.22235637,22.47926602,27.3508112,9.743090351,41529.74329,278.8,0.076923077,0,82.18031113,6.119749539,32.12395835,22.21,27.16697918,9.913958353,24069.91351,61.4,0.033333333,0,81.24359069,6.939611841,33.87152099,21.70152099,27.78652099,12.17,13237.87063,53.4,0.066666667,0,75.21329153,7.676977306,124,232,112,P4082 (Pioneer),4700
2538,NO,0.85,0.16,Amarillo,Arroz,VERDADERO,70200,Hibrido,NO,3,3,8,1.5,7,BAJA,LENTO A MUY LENTO,40,Ar,35.77054291,23.4372165,29.60387971,12.33332642,37115.48725,12.2,0,0,68.57576952,9.291128358,36.18108968,22.48166667,29.33137818,13.69942302,20710.05368,1.4,0,0,71.20293094,8.523438479,38.73717379,22.33235294,30.53476336,16.40482085,12764.19326,0.5,0,0,61.30123464,8.785847171,210,58,58,ADV 9339 (Syngenta),5000
2559,NO,0.8,0.15,Amarillo,Arroz,VERDADERO,73000,Hibrido,NO,2,3,3,2,6,MEDIA,BUENO,30,AF,35.96346154,24.05769231,30.01057692,11.90576923,46066.13397,70.6,0.028846154,0,64.30248397,9.846593336,36.90166667,24.275,30.58833333,12.62666667,27483.93301,26.2,0.016666667,0,61.43888889,9.053589495,34.40568354,23.44878699,28.92723526,10.95689655,13093.45072,107.5,0.137931034,0,74.26145417,6.283992606,110,18,18,ADV 9339 (Syngenta),6000
2563,NO,0.8,0.15,Blanco,Maiz,VERDADERO,74000,Hibrido,NO,3,2,3,1.5,7,MEDIA,BUENO,70,ArA,33.65096154,23.31153846,28.48125,10.33942308,45475.04003,167,0.057692308,0,74.01883013,10.40999767,34.34166667,23.54666667,28.94416667,10.795,25522.79426,53.8,0.033333333,0,69.57708333,10.43646938,36.81071429,24.68214286,30.74642857,12.12857143,12622.90909,4.6,0,0,61.30654762,8.243740722,72,23,18,Otro,6000
2599,NO,0.8,0.15,Blanco,Arroz,VERDADERO,74000,OGM,NO,2,2,3,3,6,MEDIA,BUENO,40,FA,33.04519231,23.16442308,28.10480769,9.880769231,45220.1118,268.2,0.086538462,0,77.39983974,10.13152369,33.255,23.49166667,28.37333333,9.763333333,25325.80558,75.4,0.05,0,73.98472222,11.37101932,36.04705882,23.99411765,30.02058824,12.05294118,22732.88038,47.6,0.039215686,0,64.81862745,8.855831504,40,88,28,Otro,7000
2627,NO,0.8,0.15,Blanco,Arroz,VERDADERO,74000,OGM,NO,1,2,3,1,6.5,MEDIA,BUENO,46,FAr,34.5375,23.72788462,29.13269231,10.80961538,44796.89649,123,0.048076923,0,69.74599359,11.51716585,36.00666667,23.99,29.99833333,12.01666667,26506.85167,47.8,0.033333333,0,64.01944444,8.685782871,37.144,24.296,30.72,12.848,11271.96172,21.6,0.04,0,61.52666667,10.97077531,71,45,25,DK 234,2500
2634,NO,0.8,0.15,Amarillo,Maiz,VERDADERO,75000,Hibrido,NO,3,2,3,1.2,6.5,MEDIA,BUENO,68,L,32.48653846,23.00288462,27.74471154,9.483653846,45012.33349,330.8,0.096153846,0,80.25240385,7.901605557,32.73833333,23.21333333,27.97583333,9.525,26167.58548,76.6,0.05,0,78.01736111,8.50027449,35.37837838,23.5972973,29.48783784,11.78108108,16017.33014,43.2,0.054054054,0,65.63851351,8.385663552,82,36,36,Otro,4200
2682,NO,0.8,0.15,Blanco,Arroz,VERDADERO,73000,Hibrido,NO,1,2,3,1.2,6.5,MEDIA,BUENO,50,FAr,34.5375,23.72788462,29.13269231,10.80961538,44796.89649,123,0.048076923,0,69.74599359,11.51716585,36.00666667,23.99,29.99833333,12.01666667,26506.85167,47.8,0.033333333,0,64.01944444,8.685782871,37.41724138,24.32068966,30.86896552,13.09655172,13302.08612,21.6,0.034482759,0,61.91522989,10.24513218,71,45,25,DK 234,5800
